model:	p2_cgrowth	pops:	NAM HAW	theta:	1143.6103694304188	ll:	-1126.2948	AIC:	2268.5896	optimal_parameters:	0.496264727 0.020774128 3.847229574 0.407804313 0.464952457 0.016351316 0.300389367 17.368287851
model:	p2_lgrowth_1	pops:	NAM HAW	theta:	1138.4710670059565	ll:	-1116.0981	AIC:	2250.1963	optimal_parameters:	10.58288785 0.013699705 0.816198439 0.117164054 0.138363932 0.008699963 0.050135059 39.999999793 1.653675647
model:	p2_lgrowth_1	pops:	NAM HAW	theta:	1121.9817332343678	ll:	-1129.6012	AIC:	2277.2024	optimal_parameters:	3.448923899 0.008652269 18.297465004 1.248978011 0.162034434 0.007168162 0.059909378 0.000557674 0.014044586
model:	p2_lgrowth_1	pops:	NAM HAW	theta:	1129.175471794543	ll:	-1126.6991	AIC:	2271.3982	optimal_parameters:	11.964868117 0.152588443 0.410379621 0.034740525 0.141580937 0.010318118 1.226537869 0.587647999 0.772035406
model:	p2_lgrowth_1	pops:	NAM HAW	theta:	1116.7222519558377	ll:	-1133.3242	AIC:	2284.6484	optimal_parameters:	3.065006766 1.228153576 99.999997598 0.092428324 0.13791183 0.042587086 3.310862915 1.53e-06 0.233098886
model:	p2_lgrowth_1	pops:	NAM HAW	theta:	52657.124352034836	ll:	-1842.1937	AIC:	3702.3875	optimal_parameters:	99.99999956 0.000679086 0.004378342 8.748992334 0.814392622 0.001007408 0.139648893 0.05980237 0.186100611
model:	p2_lgrowth_1	pops:	NAM HAW	theta:	3109.479549665322	ll:	-1252.0256	AIC:	2522.0513	optimal_parameters:	7.5807e-05 0.003726368 94.000786087 1.124456701 3.359027012 0.004828362 9.78e-07 36.841749014 2.813545841
model:	p2_lgrowth_1	pops:	NAM HAW	theta:	1175.9322754341038	ll:	-1125.609	AIC:	2269.218	optimal_parameters:	2.509387718 99.997974285 99.354605985 0.093610992 0.010192192 0.112407628 5.755837043 0.018652999 0.055629602
model:	p2_lgrowth_1	pops:	NAM HAW	theta:	1136.9188885293406	ll:	-1126.921	AIC:	2271.8421	optimal_parameters:	14.348531857 99.999997343 0.607445029 0.009521207 0.136140612 0.013181957 2.279834017 3.1169e-05 1.306296848
model:	p2_lgrowth_1	pops:	NAM HAW	theta:	1013.4677590404267	ll:	-1132.6728	AIC:	2283.3455	optimal_parameters:	3.028745841 99.999990877 6.273787865 0.079899775 0.004466096 0.275770856 1.41817623 24.528225269 0.01025532
